Customer ID	Full Name	Date of Purchase	Age	State	MTN Device	Gender	Satisfaction Rate	Customer Review	Customer Tenure in months	Subscription Plan	 Unit Price 	Number of Times Purchased	 Total Revenue 	Data Usage	Customer Churn Status	Reasons for Churn
CUST0075	Tega Medina	01 February 2025	31	Kogi	Broadband MiFi	Female	1	Poor	56	120GB Monthly Broadband Plan	" ?24,000.00 "	9	" ?216,000.00 "	73.83	No	No Churn
CUST0076	Nura Mcneil	01 February 2025	70	Kano	5G Broadband Router	Female	3	Good	2	30GB Monthly Broadband Plan	" ?9,000.00 "	5	" ?45,000.00 "	36.69	No	No Churn
CUST0076	Nura Mcneil	01 February 2025	70	Kano	4G Router	Female	3	Good	2	165GB Monthly Plan	" ?35,000.00 "	1	" ?35,000.00 "	14.38	No	No Churn
CUST0077	Chinedu Pitts	01 March 2025	43	Jigawa	5G Broadband Router	Female	2	Fair	30	30GB Monthly Broadband Plan	" ?9,000.00 "	20	" ?180,000.00 "	31.54	No	No Churn
CUST0077	Chinedu Pitts	01 March 2025	43	Jigawa	Mobile SIM Card	Female	2	Fair	30	2.5GB 2-Day Plan	 ?900.00 	9	" ?8,100.00 "	134.96	No	No Churn
CUST0077	Chinedu Pitts	01 March 2025	43	Jigawa	Broadband MiFi	Female	2	Fair	30	60GB Monthly Broadband Plan	" ?14,500.00 "	16	" ?232,000.00 "	132.56	No	No Churn
CUST0078	Alabo Kelly	01 January 2025	69	Akwa Ibom	Mobile SIM Card	Male	3	Good	49	1GB+1.5mins Daily Plan	 ?500.00 	13	" ?6,500.00 "	9.56	No	No Churn
CUST0078	Alabo Kelly	01 January 2025	69	Akwa Ibom	5G Broadband Router	Male	3	Good	49	30GB Monthly Broadband Plan	" ?9,000.00 "	10	" ?90,000.00 "	2.03	No	No Churn
CUST0079	Fatima Pennington	01 January 2025	33	Edo	Mobile SIM Card	Female	1	Poor	21	165GB Monthly Plan	" ?35,000.00 "	8	" ?280,000.00 "	106.75	No	No Churn
CUST0079	Fatima Pennington	01 January 2025	33	Edo	Broadband MiFi	Female	1	Poor	21	120GB Monthly Broadband Plan	" ?24,000.00 "	12	" ?288,000.00 "	111.97	No	No Churn
CUST0080	Kunle Williams	01 February 2025	66	Rivers	Mobile SIM Card	Female	1	Poor	2	20GB Monthly Plan	" ?7,500.00 "	13	" ?97,500.00 "	58.26	No	No Churn
CUST0080	Kunle Williams	01 February 2025	66	Rivers	5G Broadband Router	Female	1	Poor	2	30GB Monthly Broadband Plan	" ?9,000.00 "	6	" ?54,000.00 "	193.26	No	No Churn
CUST0080	Kunle Williams	01 February 2025	66	Rivers	4G Router	Female	1	Poor	2	165GB Monthly Plan	" ?35,000.00 "	12	" ?420,000.00 "	166.49	No	No Churn
CUST0081	Chinedu Ortiz	01 February 2025	71	Anambra	5G Broadband Router	Male	5	Excellent	28	200GB Monthly Broadband Plan	" ?25,000.00 "	3	" ?75,000.00 "	155.93	Yes	Better Offers from Competitors
CUST0081	Chinedu Ortiz	01 February 2025	71	Anambra	Broadband MiFi	Male	5	Excellent	28	120GB Monthly Broadband Plan	" ?24,000.00 "	17	" ?408,000.00 "	126.83	Yes	Better Offers from Competitors
CUST0082	Michael Ortiz	01 February 2025	40	Ekiti	4G Router	Female	2	Fair	47	10GB+10mins Monthly Plan	" ?4,500.00 "	3	" ?13,500.00 "	152.16	Yes	Costly Data Plans
CUST0083	Shehu Holt	01 March 2025	79	Sokoto	Mobile SIM Card	Female	3	Good	44	1GB+1.5mins Daily Plan	 ?500.00 	19	" ?9,500.00 "	159.37	Yes	Poor Network
CUST0083	Shehu Holt	01 March 2025	79	Sokoto	5G Broadband Router	Female	3	Good	44	30GB Monthly Broadband Plan	" ?9,000.00 "	3	" ?27,000.00 "	70.71	Yes	Poor Network
CUST0084	Maryam Velez	01 March 2025	75	Nasarawa	Mobile SIM Card	Male	3	Good	4	12.5GB Monthly Plan	" ?5,500.00 "	2	" ?11,000.00 "	116.28	Yes	Better Offers from Competitors
CUST0085	Alabo Turner	01 February 2025	40	Niger	Broadband MiFi	Female	1	Poor	33	150GB FUP Monthly Unlimited	" ?20,000.00 "	15	" ?300,000.00 "	8.31	No	No Churn
CUST0085	Alabo Turner	01 February 2025	40	Niger	5G Broadband Router	Female	1	Poor	33	1.5TB Yearly Broadband Plan	" ?150,000.00 "	20	" ?3,000,000.00 "	105.05	No	No Churn
CUST0086	Amina Rivas	01 February 2025	62	Gombe	5G Broadband Router	Female	3	Good	25	150GB FUP Monthly Unlimited	" ?20,000.00 "	18	" ?360,000.00 "	66.27	No	No Churn
CUST0087	Omamuzo Guerrero	01 January 2025	52	Edo	5G Broadband Router	Male	5	Excellent	22	450GB 3-Month Broadband Plan	" ?75,000.00 "	3	" ?225,000.00 "	26.23	No	No Churn
CUST0087	Omamuzo Guerrero	01 January 2025	52	Edo	Mobile SIM Card	Male	5	Excellent	22	1GB+1.5mins Daily Plan	 ?500.00 	11	" ?5,500.00 "	112.00	No	No Churn
CUST0088	Amaka Brown	01 March 2025	27	Kwara	Mobile SIM Card	Female	3	Good	2	500MB Daily Plan	 ?350.00 	5	" ?1,750.00 "	200.00	Yes	Poor Customer Service
CUST0088	Amaka Brown	01 March 2025	27	Kwara	Broadband MiFi	Female	3	Good	2	30GB Monthly Broadband Plan	" ?9,000.00 "	4	" ?36,000.00 "	59.51	Yes	Poor Customer Service
CUST0089	Michael Schultz	01 February 2025	20	Bayelsa	4G Router	Male	2	Fair	39	65GB Monthly Plan	" ?16,000.00 "	8	" ?128,000.00 "	82.47	Yes	Better Offers from Competitors
CUST0089	Michael Schultz	01 February 2025	20	Bayelsa	5G Broadband Router	Male	2	Fair	39	1.5TB Yearly Broadband Plan	" ?150,000.00 "	15	" ?2,250,000.00 "	122.31	Yes	Better Offers from Competitors
CUST0089	Michael Schultz	01 February 2025	20	Bayelsa	Mobile SIM Card	Male	2	Fair	39	500MB Daily Plan	 ?350.00 	10	" ?3,500.00 "	107.04	Yes	Better Offers from Competitors
CUST0090	John Montoya	01 March 2025	40	Gombe	Mobile SIM Card	Female	4	Very Good	30	10GB+10mins Monthly Plan	" ?4,500.00 "	2	" ?9,000.00 "	174.66	No	No Churn
CUST0090	John Montoya	01 March 2025	40	Gombe	Broadband MiFi	Female	4	Very Good	30	60GB Monthly Broadband Plan	" ?14,500.00 "	18	" ?261,000.00 "	174.89	No	No Churn
CUST0091	Ngozi Fox	01 February 2025	31	Cross River	4G Router	Male	3	Good	49	10GB+10mins Monthly Plan	" ?4,500.00 "	12	" ?54,000.00 "	163.43	No	No Churn
CUST0091	Ngozi Fox	01 February 2025	31	Cross River	Mobile SIM Card	Male	3	Good	49	2.5GB 2-Day Plan	 ?900.00 	13	" ?11,700.00 "	83.27	No	No Churn
CUST0091	Ngozi Fox	01 February 2025	31	Cross River	Broadband MiFi	Male	3	Good	49	120GB Monthly Broadband Plan	" ?24,000.00 "	13	" ?312,000.00 "	75.11	No	No Churn
CUST0092	Chinedu Burke	01 January 2025	63	Osun	Broadband MiFi	Male	3	Good	21	300GB FUP Monthly Unlimited	" ?30,000.00 "	16	" ?480,000.00 "	183.52	No	No Churn
CUST0093	Amaka Webb	01 January 2025	76	Nasarawa	Mobile SIM Card	Male	1	Poor	58	3.2GB 2-Day Plan	" ?1,000.00 "	8	" ?8,000.00 "	155.35	Yes	Better Offers from Competitors
CUST0094	Maryam Tucker	01 February 2025	31	Oyo	Broadband MiFi	Male	1	Poor	27	150GB FUP Monthly Unlimited	" ?20,000.00 "	1	" ?20,000.00 "	58.61	Yes	Fast Data Consumption
CUST0094	Maryam Tucker	01 February 2025	31	Oyo	5G Broadband Router	Male	1	Poor	27	200GB Monthly Broadband Plan	" ?25,000.00 "	14	" ?350,000.00 "	48.49	Yes	Fast Data Consumption
CUST0094	Maryam Tucker	01 February 2025	31	Oyo	Mobile SIM Card	Male	1	Poor	27	1.5GB 2-Day Plan	 ?600.00 	3	" ?1,800.00 "	133.04	Yes	Fast Data Consumption
CUST0095	Sarah James	01 February 2025	62	Kaduna	5G Broadband Router	Male	1	Poor	25	30GB Monthly Broadband Plan	" ?9,000.00 "	3	" ?27,000.00 "	71.74	No	No Churn
CUST0095	Sarah James	01 February 2025	62	Kaduna	Mobile SIM Card	Male	1	Poor	25	7GB Monthly Plan	" ?3,500.00 "	4	" ?14,000.00 "	48.60	No	No Churn
CUST0096	Tega Turner	01 March 2025	33	Rivers	Mobile SIM Card	Female	2	Fair	35	1.5GB 2-Day Plan	 ?600.00 	3	" ?1,800.00 "	162.39	No	No Churn
CUST0096	Tega Turner	01 March 2025	33	Rivers	5G Broadband Router	Female	2	Fair	35	1.5TB Yearly Broadband Plan	" ?150,000.00 "	7	" ?1,050,000.00 "	7.88	No	No Churn
CUST0096	Tega Turner	01 March 2025	33	Rivers	4G Router	Female	2	Fair	35	65GB Monthly Plan	" ?16,000.00 "	2	" ?32,000.00 "	158.33	No	No Churn
CUST0097	Ese Perez	01 February 2025	55	Zamfara	5G Broadband Router	Female	3	Good	53	200GB Monthly Broadband Plan	" ?25,000.00 "	2	" ?50,000.00 "	172.50	Yes	High Call Tarriffs
CUST0098	Tega Murray	01 February 2025	50	Delta	5G Broadband Router	Female	4	Very Good	28	1.5TB Yearly Broadband Plan	" ?150,000.00 "	12	" ?1,800,000.00 "	138.57	No	No Churn
CUST0098	Tega Murray	01 February 2025	50	Delta	Broadband MiFi	Female	4	Very Good	28	120GB Monthly Broadband Plan	" ?24,000.00 "	3	" ?72,000.00 "	53.71	No	No Churn
CUST0099	Boma Gonzalez	01 March 2025	26	Kwara	5G Broadband Router	Male	3	Good	35	450GB 3-Month Broadband Plan	" ?75,000.00 "	15	" ?1,125,000.00 "	33.75	Yes	Costly Data Plans
CUST0099	Boma Gonzalez	01 March 2025	26	Kwara	4G Router	Male	3	Good	35	25GB Monthly Plan	" ?9,000.00 "	12	" ?108,000.00 "	89.70	Yes	Costly Data Plans
CUST0099	Boma Gonzalez	01 March 2025	26	Kwara	Mobile SIM Card	Male	3	Good	35	20GB Monthly Plan	" ?7,500.00 "	2	" ?15,000.00 "	55.27	Yes	Costly Data Plans
CUST0100	Kunle Davis	01 February 2025	67	Gombe	Broadband MiFi	Male	5	Excellent	2	30GB Monthly Broadband Plan	" ?9,000.00 "	12	" ?108,000.00 "	47.58	No	No Churn
CUST0100	Kunle Davis	01 February 2025	67	Gombe	Mobile SIM Card	Male	5	Excellent	2	7GB Monthly Plan	" ?3,500.00 "	19	" ?66,500.00 "	76.88	No	No Churn
CUST0101	Bola Brown	01 February 2025	35	Nasarawa	5G Broadband Router	Female	1	Poor	24	120GB Monthly Broadband Plan	" ?24,000.00 "	4	" ?96,000.00 "	50.30	No	No Churn
CUST0101	Bola Brown	01 February 2025	35	Nasarawa	Mobile SIM Card	Female	1	Poor	24	65GB Monthly Plan	" ?16,000.00 "	16	" ?256,000.00 "	147.27	No	No Churn
CUST0101	Bola Brown	01 February 2025	35	Nasarawa	Mobile SIM Card	Female	1	Poor	24	16.5GB+10mins Monthly Plan	" ?6,500.00 "	18	" ?117,000.00 "	77.70	No	No Churn
CUST0102	Ifeanyi Burns	01 March 2025	49	Edo	Mobile SIM Card	Female	4	Very Good	14	1.5GB 2-Day Plan	 ?600.00 	15	" ?9,000.00 "	179.79	Yes	Poor Customer Service
CUST0103	Chinedu Barrera	01 March 2025	56	Ekiti	4G Router	Male	3	Good	36	65GB Monthly Plan	" ?16,000.00 "	5	" ?80,000.00 "	197.03	No	No Churn
CUST0103	Chinedu Barrera	01 March 2025	56	Ekiti	Mobile SIM Card	Male	3	Good	36	500MB Daily Plan	 ?350.00 	1	 ?350.00 	158.18	No	No Churn
CUST0103	Chinedu Barrera	01 March 2025	56	Ekiti	Broadband MiFi	Male	3	Good	36	300GB FUP Monthly Unlimited	" ?30,000.00 "	12	" ?360,000.00 "	111.03	No	No Churn
CUST0104	Zina Fischer	01 February 2025	32	Katsina	Broadband MiFi	Male	4	Very Good	20	300GB FUP Monthly Unlimited	" ?30,000.00 "	15	" ?450,000.00 "	128.65	No	No Churn
CUST0104	Zina Fischer	01 February 2025	32	Katsina	Mobile SIM Card	Male	4	Very Good	20	12.5GB Monthly Plan	" ?5,500.00 "	12	" ?66,000.00 "	136.18	No	No Churn
CUST0105	Amaka Garcia	01 January 2025	39	Borno	Mobile SIM Card	Female	1	Poor	33	25GB Monthly Plan	" ?9,000.00 "	8	" ?72,000.00 "	186.98	No	No Churn
CUST0105	Amaka Garcia	01 January 2025	39	Borno	Broadband MiFi	Female	1	Poor	33	300GB FUP Monthly Unlimited	" ?30,000.00 "	17	" ?510,000.00 "	189.52	No	No Churn
CUST0106	Abubakar Holmes	01 March 2025	26	Edo	Broadband MiFi	Male	2	Fair	41	120GB Monthly Broadband Plan	" ?24,000.00 "	5	" ?120,000.00 "	188.35	No	No Churn
CUST0106	Abubakar Holmes	01 March 2025	26	Edo	5G Broadband Router	Male	2	Fair	41	300GB FUP Monthly Unlimited	" ?30,000.00 "	20	" ?600,000.00 "	131.92	No	No Churn
CUST0106	Abubakar Holmes	01 March 2025	26	Edo	Mobile SIM Card	Male	2	Fair	41	7GB Monthly Plan	" ?3,500.00 "	19	" ?66,500.00 "	168.58	No	No Churn
CUST0107	Bola Rogers	01 March 2025	19	Katsina	4G Router	Male	2	Fair	42	10GB+10mins Monthly Plan	" ?4,500.00 "	10	" ?45,000.00 "	128.56	No	No Churn
CUST0108	John Rose	01 January 2025	47	Kebbi	Mobile SIM Card	Female	1	Poor	30	7GB Monthly Plan	" ?3,500.00 "	11	" ?38,500.00 "	121.53	Yes	Fast Data Consumption
CUST0108	John Rose	01 January 2025	47	Kebbi	Broadband MiFi	Female	1	Poor	30	300GB FUP Monthly Unlimited	" ?30,000.00 "	12	" ?360,000.00 "	146.97	Yes	Fast Data Consumption
CUST0109	Tamuno Bates	01 February 2025	32	Gombe	Mobile SIM Card	Male	4	Very Good	21	65GB Monthly Plan	" ?16,000.00 "	13	" ?208,000.00 "	10.60	Yes	Fast Data Consumption
CUST0110	Ibim Richards	01 March 2025	47	Abuja (FCT)	Mobile SIM Card	Female	2	Fair	60	1GB+1.5mins Daily Plan	 ?500.00 	3	" ?1,500.00 "	99.73	No	No Churn
CUST0110	Ibim Richards	01 March 2025	47	Abuja (FCT)	4G Router	Female	2	Fair	60	165GB Monthly Plan	" ?35,000.00 "	8	" ?280,000.00 "	101.34	No	No Churn
CUST0111	Fatima Blevins	01 February 2025	61	Oyo	Mobile SIM Card	Male	5	Excellent	19	3.2GB 2-Day Plan	" ?1,000.00 "	9	" ?9,000.00 "	86.47	No	No Churn
CUST0111	Fatima Blevins	01 February 2025	61	Oyo	4G Router	Male	5	Excellent	19	25GB Monthly Plan	" ?9,000.00 "	12	" ?108,000.00 "	152.89	No	No Churn
CUST0111	Fatima Blevins	01 February 2025	61	Oyo	Broadband MiFi	Male	5	Excellent	19	30GB Monthly Broadband Plan	" ?9,000.00 "	19	" ?171,000.00 "	80.42	No	No Churn
CUST0112	Bala Smith	01 February 2025	62	Cross River	Broadband MiFi	Male	5	Excellent	25	60GB Monthly Broadband Plan	" ?14,500.00 "	11	" ?159,500.00 "	74.95	Yes	Relocation
CUST0112	Bala Smith	01 February 2025	62	Cross River	Mobile SIM Card	Male	5	Excellent	25	16.5GB+10mins Monthly Plan	" ?6,500.00 "	5	" ?32,500.00 "	187.82	Yes	Relocation
CUST0112	Bala Smith	01 February 2025	62	Cross River	5G Broadband Router	Male	5	Excellent	25	60GB Monthly Broadband Plan	" ?14,500.00 "	13	" ?188,500.00 "	120.69	Yes	Relocation
CUST0113	Michael Evans	01 March 2025	21	Rivers	4G Router	Male	4	Very Good	9	25GB Monthly Plan	" ?9,000.00 "	11	" ?99,000.00 "	186.31	No	No Churn
CUST0114	Amina Todd	01 February 2025	66	Abia	5G Broadband Router	Female	5	Excellent	33	200GB Monthly Broadband Plan	" ?25,000.00 "	14	" ?350,000.00 "	134.92	Yes	Better Offers from Competitors
CUST0115	Maryam Smith	01 February 2025	19	Taraba	Mobile SIM Card	Female	1	Poor	42	1.5GB 2-Day Plan	 ?600.00 	8	" ?4,800.00 "	164.42	No	No Churn
CUST0116	Bola Garcia	01 March 2025	30	Benue	Mobile SIM Card	Male	4	Very Good	29	16.5GB+10mins Monthly Plan	" ?6,500.00 "	16	" ?104,000.00 "	155.11	Yes	High Call Tarriffs
CUST0117	Sade Collins	01 March 2025	33	Bauchi	4G Router	Male	4	Very Good	36	25GB Monthly Plan	" ?9,000.00 "	9	" ?81,000.00 "	109.48	No	No Churn
CUST0117	Sade Collins	01 March 2025	33	Bauchi	Mobile SIM Card	Male	4	Very Good	36	12.5GB Monthly Plan	" ?5,500.00 "	8	" ?44,000.00 "	38.86	No	No Churn
CUST0118	Zainab Garcia	01 March 2025	54	Osun	5G Broadband Router	Female	2	Fair	50	200GB Monthly Broadband Plan	" ?25,000.00 "	9	" ?225,000.00 "	112.32	No	No Churn
CUST0118	Zainab Garcia	01 March 2025	54	Osun	4G Router	Female	2	Fair	50	25GB Monthly Plan	" ?9,000.00 "	18	" ?162,000.00 "	24.81	No	No Churn
CUST0119	Omamuzo Terry	01 January 2025	66	Ekiti	5G Broadband Router	Male	3	Good	19	1.5TB Yearly Broadband Plan	" ?150,000.00 "	16	" ?2,400,000.00 "	131.37	No	No Churn
CUST0120	Fatima Lindsey	01 March 2025	41	Adamawa	4G Router	Female	2	Fair	60	10GB+10mins Monthly Plan	" ?4,500.00 "	2	" ?9,000.00 "	127.77	Yes	High Call Tarriffs
CUST0120	Fatima Lindsey	01 March 2025	41	Adamawa	Broadband MiFi	Female	2	Fair	60	30GB Monthly Broadband Plan	" ?9,000.00 "	16	" ?144,000.00 "	82.95	Yes	High Call Tarriffs
CUST0120	Fatima Lindsey	01 March 2025	41	Adamawa	5G Broadband Router	Female	2	Fair	60	150GB FUP Monthly Unlimited	" ?20,000.00 "	5	" ?100,000.00 "	136.40	Yes	High Call Tarriffs
CUST0121	Tunde Smith	01 February 2025	36	Kogi	Broadband MiFi	Female	3	Good	31	120GB Monthly Broadband Plan	" ?24,000.00 "	2	" ?48,000.00 "	147.87	No	No Churn
CUST0121	Tunde Smith	01 February 2025	36	Kogi	Mobile SIM Card	Female	3	Good	31	1.5GB 2-Day Plan	 ?600.00 	6	" ?3,600.00 "	83.87	No	No Churn
CUST0121	Tunde Smith	01 February 2025	36	Kogi	5G Broadband Router	Female	3	Good	31	30GB Monthly Broadband Plan	" ?9,000.00 "	13	" ?117,000.00 "	199.44	No	No Churn
CUST0122	Grace Fowler	01 March 2025	39	Cross River	5G Broadband Router	Male	5	Excellent	1	1.5TB Yearly Broadband Plan	" ?150,000.00 "	5	" ?750,000.00 "	177.91	No	No Churn
CUST0122	Grace Fowler	01 March 2025	39	Cross River	4G Router	Male	5	Excellent	1	165GB Monthly Plan	" ?35,000.00 "	4	" ?140,000.00 "	54.93	No	No Churn
CUST0123	Tega Chen	01 February 2025	36	Sokoto	4G Router	Female	1	Poor	46	165GB Monthly Plan	" ?35,000.00 "	17	" ?595,000.00 "	165.48	No	No Churn
CUST0123	Tega Chen	01 February 2025	36	Sokoto	Broadband MiFi	Female	1	Poor	46	300GB FUP Monthly Unlimited	" ?30,000.00 "	4	" ?120,000.00 "	17.80	No	No Churn
CUST0124	Shehu Nguyen	01 February 2025	33	Taraba	5G Broadband Router	Female	1	Poor	60	120GB Monthly Broadband Plan	" ?24,000.00 "	19	" ?456,000.00 "	116.70	Yes	Poor Customer Service
CUST0124	Shehu Nguyen	01 February 2025	33	Taraba	4G Router	Female	1	Poor	60	65GB Monthly Plan	" ?16,000.00 "	12	" ?192,000.00 "	52.68	Yes	Poor Customer Service
CUST0125	Halima Aguilar	01 February 2025	23	Delta	5G Broadband Router	Female	4	Very Good	20	120GB Monthly Broadband Plan	" ?24,000.00 "	8	" ?192,000.00 "	73.83	No	No Churn
CUST0125	Halima Aguilar	01 February 2025	23	Delta	Mobile SIM Card	Female	4	Very Good	20	500MB Daily Plan	 ?350.00 	16	" ?5,600.00 "	191.49	No	No Churn
CUST0125	Halima Aguilar	01 February 2025	23	Delta	Broadband MiFi	Female	4	Very Good	20	150GB FUP Monthly Unlimited	" ?20,000.00 "	20	" ?400,000.00 "	91.27	No	No Churn
CUST0126	Ejiro Ware	01 February 2025	69	Taraba	Mobile SIM Card	Male	5	Excellent	49	16.5GB+10mins Monthly Plan	" ?6,500.00 "	3	" ?19,500.00 "	140.90	No	No Churn
CUST0127	Ifeanyi Clayton	01 February 2025	23	Zamfara	Mobile SIM Card	Male	2	Fair	37	12.5GB Monthly Plan	" ?5,500.00 "	17	" ?93,500.00 "	18.64	No	No Churn
CUST0127	Ifeanyi Clayton	01 February 2025	23	Zamfara	Broadband MiFi	Male	2	Fair	37	60GB Monthly Broadband Plan	" ?14,500.00 "	15	" ?217,500.00 "	161.83	No	No Churn
CUST0127	Ifeanyi Clayton	01 February 2025	23	Zamfara	5G Broadband Router	Male	2	Fair	37	300GB FUP Monthly Unlimited	" ?30,000.00 "	15	" ?450,000.00 "	102.89	No	No Churn
CUST0128	Sade Berry	01 March 2025	75	Abia	Broadband MiFi	Male	1	Poor	26	300GB FUP Monthly Unlimited	" ?30,000.00 "	18	" ?540,000.00 "	140.23	No	No Churn
CUST0128	Sade Berry	01 March 2025	75	Abia	Mobile SIM Card	Male	1	Poor	26	2.5GB 2-Day Plan	 ?900.00 	3	" ?2,700.00 "	186.95	No	No Churn
CUST0128	Sade Berry	01 March 2025	75	Abia	Mobile SIM Card	Male	1	Poor	26	165GB Monthly Plan	" ?35,000.00 "	14	" ?490,000.00 "	6.83	No	No Churn
CUST0129	Shehu Lee	01 February 2025	33	Kogi	Mobile SIM Card	Female	4	Very Good	58	16.5GB+10mins Monthly Plan	" ?6,500.00 "	12	" ?78,000.00 "	27.03	No	No Churn
CUST0129	Shehu Lee	01 February 2025	33	Kogi	Broadband MiFi	Female	4	Very Good	58	30GB Monthly Broadband Plan	" ?9,000.00 "	18	" ?162,000.00 "	36.11	No	No Churn
CUST0130	Tamuno Greer	01 January 2025	32	Osun	Mobile SIM Card	Male	3	Good	49	500MB Daily Plan	 ?350.00 	12	" ?4,200.00 "	49.88	No	No Churn
CUST0130	Tamuno Greer	01 January 2025	32	Osun	5G Broadband Router	Male	3	Good	49	300GB FUP Monthly Unlimited	" ?30,000.00 "	4	" ?120,000.00 "	55.49	No	No Churn
CUST0130	Tamuno Greer	01 January 2025	32	Osun	4G Router	Male	3	Good	49	65GB Monthly Plan	" ?16,000.00 "	14	" ?224,000.00 "	161.99	No	No Churn
CUST0131	Funke Hart	01 January 2025	46	Ondo	Broadband MiFi	Male	4	Very Good	7	60GB Monthly Broadband Plan	" ?14,500.00 "	18	" ?261,000.00 "	88.07	No	No Churn
CUST0131	Funke Hart	01 January 2025	46	Ondo	Mobile SIM Card	Male	4	Very Good	7	500MB Daily Plan	 ?350.00 	2	 ?700.00 	151.00	No	No Churn
CUST0131	Funke Hart	01 January 2025	46	Ondo	5G Broadband Router	Male	4	Very Good	7	300GB FUP Monthly Unlimited	" ?30,000.00 "	10	" ?300,000.00 "	101.03	No	No Churn
CUST0132	Nura Yang	01 February 2025	56	Niger	Broadband MiFi	Male	5	Excellent	20	120GB Monthly Broadband Plan	" ?24,000.00 "	6	" ?144,000.00 "	176.00	Yes	Costly Data Plans
CUST0132	Nura Yang	01 February 2025	56	Niger	5G Broadband Router	Male	5	Excellent	20	450GB 3-Month Broadband Plan	" ?75,000.00 "	2	" ?150,000.00 "	111.39	Yes	Costly Data Plans
CUST0133	Oghene Cooper	01 February 2025	64	Bauchi	Mobile SIM Card	Female	4	Very Good	45	500MB Daily Plan	 ?350.00 	10	" ?3,500.00 "	169.94	Yes	Fast Data Consumption
CUST0134	Obinna Branch	01 February 2025	75	Oyo	Broadband MiFi	Female	4	Very Good	27	300GB FUP Monthly Unlimited	" ?30,000.00 "	7	" ?210,000.00 "	18.95	Yes	Poor Customer Service
CUST0134	Obinna Branch	01 February 2025	75	Oyo	4G Router	Female	4	Very Good	27	65GB Monthly Plan	" ?16,000.00 "	20	" ?320,000.00 "	54.06	Yes	Poor Customer Service
CUST0135	Bola Anderson	01 February 2025	25	Benue	Mobile SIM Card	Male	3	Good	31	10GB+10mins Monthly Plan	" ?4,500.00 "	4	" ?18,000.00 "	192.43	No	No Churn
CUST0136	John Hill	01 February 2025	47	Ondo	Mobile SIM Card	Female	5	Excellent	59	16.5GB+10mins Monthly Plan	" ?6,500.00 "	10	" ?65,000.00 "	129.92	No	No Churn
CUST0136	John Hill	01 February 2025	47	Ondo	4G Router	Female	5	Excellent	59	25GB Monthly Plan	" ?9,000.00 "	16	" ?144,000.00 "	72.25	No	No Churn
CUST0137	Zina Singh	01 February 2025	28	Taraba	4G Router	Female	3	Good	59	10GB+10mins Monthly Plan	" ?4,500.00 "	18	" ?81,000.00 "	3.74	No	No Churn
CUST0138	Ibim Brown	01 February 2025	53	Plateau	Mobile SIM Card	Male	4	Very Good	22	16.5GB+10mins Monthly Plan	" ?6,500.00 "	11	" ?71,500.00 "	131.09	No	No Churn
CUST0139	Saidu Holt	01 March 2025	78	Yobe	4G Router	Female	2	Fair	11	65GB Monthly Plan	" ?16,000.00 "	3	" ?48,000.00 "	105.03	Yes	Relocation
CUST0139	Saidu Holt	01 March 2025	78	Yobe	5G Broadband Router	Female	2	Fair	11	30GB Monthly Broadband Plan	" ?9,000.00 "	14	" ?126,000.00 "	152.99	Yes	Relocation
CUST0140	Amaka Vang	01 February 2025	45	Kaduna	Mobile SIM Card	Male	5	Excellent	1	12.5GB Monthly Plan	" ?5,500.00 "	18	" ?99,000.00 "	3.64	No	No Churn
CUST0141	Ibim Faulkner	01 March 2025	17	Kano	Mobile SIM Card	Female	1	Poor	35	3.2GB 2-Day Plan	" ?1,000.00 "	8	" ?8,000.00 "	105.11	No	No Churn
CUST0142	Bala Hood	01 February 2025	48	Ekiti	Mobile SIM Card	Female	1	Poor	51	500MB Daily Plan	 ?350.00 	8	" ?2,800.00 "	198.05	No	No Churn
CUST0142	Bala Hood	01 February 2025	48	Ekiti	5G Broadband Router	Female	1	Poor	51	120GB Monthly Broadband Plan	" ?24,000.00 "	3	" ?72,000.00 "	136.97	No	No Churn
CUST0143	Bola Brooks	01 February 2025	27	Kebbi	Mobile SIM Card	Female	1	Poor	25	165GB Monthly Plan	" ?35,000.00 "	11	" ?385,000.00 "	129.16	No	No Churn
CUST0143	Bola Brooks	01 February 2025	27	Kebbi	Broadband MiFi	Female	1	Poor	25	120GB Monthly Broadband Plan	" ?24,000.00 "	4	" ?96,000.00 "	195.48	No	No Churn
CUST0143	Bola Brooks	01 February 2025	27	Kebbi	Mobile SIM Card	Female	1	Poor	25	16.5GB+10mins Monthly Plan	" ?6,500.00 "	8	" ?52,000.00 "	183.87	No	No Churn
CUST0144	Fatima Wheeler	01 January 2025	76	Akwa Ibom	Broadband MiFi	Male	3	Good	60	30GB Monthly Broadband Plan	" ?9,000.00 "	19	" ?171,000.00 "	192.31	No	No Churn
CUST0144	Fatima Wheeler	01 January 2025	76	Akwa Ibom	Mobile SIM Card	Male	3	Good	60	1.5GB 2-Day Plan	 ?600.00 	13	" ?7,800.00 "	150.57	No	No Churn
CUST0144	Fatima Wheeler	01 January 2025	76	Akwa Ibom	4G Router	Male	3	Good	60	65GB Monthly Plan	" ?16,000.00 "	19	" ?304,000.00 "	60.21	No	No Churn
CUST0145	Halima Valencia	01 February 2025	65	Adamawa	Broadband MiFi	Female	1	Poor	25	60GB Monthly Broadband Plan	" ?14,500.00 "	3	" ?43,500.00 "	46.81	No	No Churn
